user_id,application_id,status_id,payment_plan,response,hours_online,program_name,application_type_name,professional_assoc,referrer,practice_type,home_state,work_state,gender,home_country,work_country,job_title,Orientation,Unit 1,Unit 2,Unit 3,Unit 4
29583,8530,G,6 Monthly Payments,147,209290,IHeLp 2015 Summer,Regular,Physical Therapist,Other,Other,ID,ID,F,US,US,Physical Therapist,89.88149805555555,937.8611833333333,946.4819680555556,940.0186377777776,889.9075949999999
29593,8536,G,6 Monthly Payments,121,152164,IHeLp 2015 Summer,Scholarship,Acupuncturist,AF member,Other,dummy,dummy,F,dummy,dummy,Licensed Acupuncturist,25.99188527777777,804.0929644444444,971.9845972222224,863.0767144444444,437.8374897222222
29673,9046,G,6 Monthly Payments,153,157526,IHeLp 2016 Spring,Scholarship,Registered Nurse,CIM faculty,Pediatrics,NM,dummy,F,dummy,dummy,dummy,3.0864702777777766,810.5401311111111,969.4853555555555,1275.035085,1186.3778405555556
29706,16942,G,1 Payment,154,225053,IHeLp 2018 Spring,Regular,Physician Assistant,Other,Other,FL,FL,F,United States,United States of America (the),dummy,6841.8062675,814.3719158333333,938.9848444444444,915.8017747222225,841.153701388889
29749,8619,D,2 Payments,396,347896,IHeLp 2015 Summer,Regular,Registered Nurse,DrWeil,Other,dummy,dummy,F,US,US,RN,24.032829722222232,731.3803027777777,874.903365,602.1152772222222,670.2479366666668
29749,9251,G,2 Payments,396,347896,IHeLp 2016 Spring,Regular,Registered Nurse,DrWeil,Other,dummy,dummy,F,US,US,RN,24.032829722222232,731.3803027777777,874.903365,602.1152772222222,670.2479366666668
29755,20614,G,1 Payment,177,143859,IHeLp 2018 Summer,Regular,Other,CIM faculty,Other,ME,ME,F,Brazil,Brazil,dummy,2.1622422222222224,580.4811994444443,1087.582038611111,2165.13468,142.89407833333334
30152,8703,G,1 Payment,118,120898,IHeLp 2017 Spring,Scholarship,Registered Nurse,Web,Fam_Prac,WA,WA,F,USA,USA,Primary Care Registered Nurse,0.6967086111111109,673.8696238888889,850.5316705555556,818.0111516666667,171.26481833333338
30221,10279,G,6 Monthly Payments,120,217832,IHeLp 2016 Summer,Scholarship,Registered Nurse,AF member,Fam_Prac,NH,NH,F,US,US,Office Manager/ Clinical Coordinator,700.6668463888889,727.4657705555558,1059.100335,816.8777705555556,454.5700744444443
30274,9121,G,1 Payment,166,195165,IHeLp 2016 Spring,Scholarship,Registered Nurse,DrWeil,Cardiology,CA,CA,M,USA,US,RN,0.5426177777777778,875.2792816666665,793.8109841666667,650.5007361111111,599.39439
30306,9124,G,1 Payment,165,232750,IHeLp 2016 Summer,Scholarship,Registered Nurse,DrWeil,Cardiology,CA,CA,F,USA,usa,dummy,3.7280080555555566,736.5817163888887,865.4170188888893,626.9407861111113,404.0467561111112
30383,8758,G,6 Monthly Payments,147,124359,IHeLp 2016 Spring,Scholarship,Registered Nurse,Web,Other,AZ,AZ,M,United States,United Sta,Director of EMS & Fire Science Programs,602.9492977777778,901.3213469444444,941.4227863888887,944.9356686111113,725.5497983333332
30479,8787,G,1 Payment,101,121179,IHeLp 2016 Spring,Scholarship,Physical Therapist,Healthy_Aging,Other,PA,dummy,M,dummy,dummy,dummy,0.20997194444444445,865.6268322222223,938.5825755555555,937.1535730555556,859.1201830555556
30560,8915,G,6 Monthly Payments,119,182227,IHeLp 2016 Spring,Regular,Registered Nurse,Other,Int_med,LA,LA,F,US,US,CEO,11.519199444444444,828.4282330555556,980.925772777778,958.8068227777776,1138.2609405555556
30897,9013,G,1 Payment,136,174582,IHeLp 2016 Spring,Scholarship,Therapist,DrWeil_event,Other,dummy,dummy,F,dummy,dummy,dummy,42.09002166666667,863.5963525000003,952.2710363888887,1010.1602716666667,1033.1915669444445
30977,8933,G,2 Payments,160,202554,IHeLp 2016 Spring,Regular,Registered Nurse,Other,Other,AZ,dummy,F,United States,dummy,Managing Partner,0.4352288888888889,745.7183391666667,390.4021408333333,887.473535,1652.9675922222225
31475,9066,W,dummy,70,32375,IHeLp 2016 Spring,Scholarship,Other,Other,Other,CA,CA,F,US,United Sta,dummy,,974.1330997222225,4.053197222222222,,
31497,9078,G,1 Payment,145,111037,IHeLp 2016 Summer,Scholarship,Other,Other,Public Health &amp; Preventive Medicine,NJ,dummy,F,US,US,Professor,0.16604249999999998,953.4042525,1051.5355430555555,938.2537894444445,1037.6795472222225
31620,9128,G,2 Payments,89,341798,IHeLp 2017 Spring,Scholarship,Registered Nurse,AF member,Other,AZ,dummy,F,US,US,Health coach,0.4487519444444445,818.9606924999997,987.7869213888887,700.7984280555555,337.5116016666667
31630,16250,G,6 Monthly Payments,134,113048,IHeLp 2018 Spring,Regular,Registered Pharmacist,Web,Other,AZ,AZ,F,United States of America (the),USA,Sr VP Workers' Compensation Clinical Management,10218.330539166667,806.8713869444442,585.6503447222221,575.8498919444445,223.5014911111111
31717,9134,G,1 Payment,165,201831,IHeLp 2016 Spring,Scholarship,Registered Nurse,AF member,Fam_Prac,WI,WI,F,US,US,dummy,1.0212683333333332,932.591370277778,939.4980699999999,889.2185097222223,1349.5873025
31734,9088,G,1 Payment,150,144617,IHeLp 2016 Spring,Scholarship,Registered Nurse,Other,Other,CA,CA,F,US,US,RN,251.41057777777766,887.2385183333334,951.2166827777776,961.225143888889,965.997695277778
31742,9071,W,2 Payments,15,4239,IHeLp 2016 Spring,Scholarship,Registered Nurse,Other,Other,dummy,dummy,F,dummy,dummy,RN,1356.7474116666667,167.44241944444445,,,
31750,9074,G,1 Payment,143,274328,IHeLp 2016 Spring,Scholarship,Registered Nurse,Other,Other,WY,WY,F,US,US,Staff RN,3.4760194444444443,792.1189558333333,828.2642697222221,794.8186825,1321.8928213888887
31872,9090,G,2 Payments,134,150308,IHeLp 2016 Spring,Regular,Counselor,Web,Other,AZ,AZ,F,US,US,dummy,0.5303877777777778,937.0231413888887,963.5912561111113,1003.8932408333333,1009.3095116666667
31923,9135,G,1 Payment,135,123698,IHeLp 2016 Spring,Scholarship,Registered Nurse,DrWeil,Int_med,CO,dummy,F,US,dummy,dummy,0.9101838888888888,722.4682930555556,925.6928630555556,1009.5274844444444,521.8215025000002
32000,10197,G,1 Payment,120,136393,IHeLp 2017 Spring,Scholarship,Registered Nurse,Other,Other,GA,GA,F,United States,US,Clinician,766.9760772222223,836.7235022222222,937.0469722222224,776.8402730555556,535.6992688888888
32218,9291,G,2 Payments,153,139935,IHeLp 2016 Spring,Regular,Registered Nurse,Other,Other,AZ,AZ,F,Pima,Pima,dummy,1.4117169444444444,699.9030700000003,608.0810944444444,371.18256805555563,400.7865633333333
32457,9458,G,1 Payment,142,198791,IHeLp 2016 Spring,Scholarship,Registered Nurse,CIM faculty,Fam_Prac,WI,WI,F,United States,United Sta,RN Health Coach,365.9073663888889,873.0309558333333,941.653674722222,897.9601550000001,995.9520330555556
32541,11436,G,2 Payments,124,127282,IHeLp 2017 Spring,Scholarship,Registered Nurse,AF member,Other,AK,AK,F,USA,USA,Diabetic Care Coordinator,0.500135,728.2457333333334,881.2787908333332,842.1023694444444,663.3162938888888
32747,9672,G,1 Payment,106,120809,IHeLp 2016 Spring,Scholarship,Other,CIM faculty,Other,NM,dummy,M,usa,dummy,dummy,5.017908333333334,967.2266080555555,942.700603888889,997.883807777778,856.4598447222223
32977,13812,G,1 Payment,134,156083,IHeLp 2017 Spring,Scholarship,Therapist,CIM faculty,Other,CT,CT,F,dummy,USA,dummy,1.0325416666666667,917.4921158333334,945.8115013888887,930.7317977777775,1260.520667222222
33047,9808,G,2 Payments,107,127941,IHeLp 2016 Spring,Regular,Physical Therapist,Web,Other,CT,CT,F,dummy,US,dummy,,862.5212688888887,926.2991333333333,764.6802469444444,1127.0518502777775
33097,9891,G,2 Payments,136,150003,IHeLp 2016 Spring,Regular,Registered Dietitian,Web,Other,dummy,NY,F,dummy,US,dummy,65.47202333333333,887.9816988888889,957.2311063888887,875.7433105555556,997.0176513888887
33117,9831,G,6 Monthly Payments,92,73757,IHeLp 2016 Summer,Scholarship,Registered Dietitian,Other,Other,TX,dummy,F,US,US,Renal Dietitian ,,829.9958186111113,955.15845,1013.4193675,816.8944369444445
33169,10077,G,2 Payments,153,108592,IHeLp 2016 Summer,Regular,Counselor,CIM faculty,Other,dummy,dummy,F,dummy,dummy,dummy,0.5499911111111111,1030.2698727777777,933.9073833333333,885.4710436111113,786.1110958333333
33246,9892,G,1 Payment,151,217865,IHeLp 2016 Spring,Scholarship,Registered Dietitian,Other,Sub,PA,dummy,F,US,US,Health Coach/Dietitian/Diabetes Educator,4.608443611111111,746.5289858333333,958.7821347222224,904.9087813888887,1087.2326966666667
33304,9914,G,2 Payments,139,160622,IHeLp 2016 Spring,Regular,Counselor,Web,Other,CA,CA,M,US,US,Private Practice Psychotherapist,,727.5438366666666,977.3038061111113,1182.9440419444445,1205.6204830555555
33441,10307,D,6 Monthly Payments,440,1072325,IHeLp 2016 Summer,Scholarship,Registered Nurse,Other,Other,WY,WY,F,United States of America (the),US,RN supervisor ,71.3022061111111,951.115766111111,983.6636597222224,307.1963383333333,915.8698308333333
33441,13843,G,6 Monthly Payments,440,1072325,IHeLp 2017 Spring,Scholarship,Registered Nurse,Other,Other,WY,WY,F,United States of America (the),US,RN supervisor ,71.3022061111111,951.115766111111,983.6636597222224,307.1963383333333,915.8698308333333
33506,10413,G,1 Payment,148,206498,IHeLp 2016 Summer,Regular,Registered Nurse,AF member,Other,AZ,dummy,F,USA,US,dummy,88.25490111111111,897.4925144444444,873.3552247222221,958.3447766666667,715.2811158333334
33559,10061,W,1 Payment,94,30412,IHeLp 2016 Summer,Regular,Counselor,DrWeil,Other,FL,FL,F,US,US,Counselor,61.39064027777778,601.4425327777778,622.6158380555555,,
33778,10146,G,1 Payment,147,147755,IHeLp 2016 Summer,Scholarship,Registered Nurse,AF member,Other,NC,NC,F,US,US,Nursing Clinical Instructor,284.5337438888889,960.6446738888887,980.6318980555556,1061.2580261111113,529.2440430555555
33855,10192,G,2 Payments,142,90280,IHeLp 2016 Summer,Scholarship,Other,Other,Other,dummy,dummy,F,US,US,dummy,3.0852666666666666,887.3668791666665,934.9464144444444,1036.6007616666666,994.5222072222224
33897,10183,G,2 Payments,151,85522,IHeLp 2016 Summer,Scholarship,Registered Nurse,AF member,Other,GA,GA,F,US,US,dummy,0.14597388888888888,911.7697705555556,926.5553544444444,815.0279505555555,819.5751227777777
33971,10216,D,1 Payment,1,375,IHeLp 2016 Summer,Scholarship,Registered Dietitian,Other,Other,dummy,dummy,F,US,US,dummy,41.06216416666667,,,,
33978,10215,G,1 Payment,151,86202,IHeLp 2016 Summer,Scholarship,Registered Dietitian,Other,Other,AZ,AZ,F,US,US,"health, food and fitness coach",367.5335708333333,865.2084336111111,986.2854191666668,1080.4462677777776,762.7648144444445
34083,10213,G,1 Payment,133,116927,IHeLp 2016 Summer,Scholarship,Registered Dietitian,DrWeil,Other,NJ,NJ,F,US,US,"dietitian, certified diabetes educator",0.7805519444444444,963.9280747222224,911.6176569444444,1029.4445033333334,999.3281341666666
34143,10239,W,1 Payment,6,3084,IHeLp 2016 Summer,Scholarship,Psychologist,Other,Other,AZ,AZ,M,US,US,dummy,0.510158611111111,0.0,,,
34157,10248,G,2 Payments,121,251417,IHeLp 2016 Summer,Regular,Registered Nurse,AF member,Fam_Prac,KS,KS,F,US,US,dummy,93.41002888888887,820.7350644444444,942.6747477777776,835.2228394444444,529.7894997222222
34359,10281,G,1 Payment,125,139032,IHeLp 2016 Summer,Scholarship,Therapist,DrWeil,Other,CA,CA,F,US,US,dummy,0.6632233333333333,895.531476111111,963.0164616666667,817.8807166666667,754.8263888888887
34460,10318,G,1 Payment,135,164154,IHeLp 2016 Summer,Scholarship,Dentist,Web,Other,AZ,AZ,F,US,US,practice manager,0.42909250000000004,863.7542083333333,898.9451102777778,946.6287083333334,1026.9875594444445
34555,10331,G,1 Payment,144,232028,IHeLp 2017 Spring,Scholarship,Registered Nurse,Web,Other,CO,dummy,F,United States,United Sta,dummy,25.418342777777767,742.3021269444445,997.6379813888884,861.6468588888887,818.69045
34565,16973,G,6 Monthly Payments,145,130739,IHeLp 2018 Spring,Scholarship,Advanced Practice Nurse,Other,Fam_Prac,AZ,AZ,F,US,United States of America (the),clinical faculty,1369.6789688888894,970.1700363888887,942.8287505555555,1242.7580094444445,700.1475380555556
34572,10373,G,1 Payment,100,78968,IHeLp 2016 Summer,Scholarship,Other,Other,Fam_Prac,AZ,AZ,F,United States,US,Employee Health and Wellness Manager,0.19502805555555555,815.6390372222223,720.6102058333333,841.4073958333332,741.3010080555556
34677,10403,G,6 Monthly Payments,138,159222,IHeLp 2016 Summer,Regular,Registered Nurse,Other,Sub,ME,dummy,F,US,dummy,dummy,25.587454722222233,727.6146991666666,900.6532836111113,840.1679427777777,498.80068472222223
35174,10814,G,1 Payment,138,167207,IHeLp 2017 Spring,Scholarship,Registered Dietitian,Web,Fam_Prac,CA,CA,F,USA,USA,Clinical Dietitian,23.333969444444442,954.2556933333333,932.8214019444445,839.3505972222223,976.9800383333333
35177,13769,G,2 Payments,148,335546,IHeLp 2017 Spring,Regular,Registered Nurse,Other,Surgery,dummy,dummy,F,dummy,dummy,dummy,,966.1982105555555,1002.5503366666666,963.9462286111113,1172.2347274999995
36099,13777,G,2 Payments,137,267894,IHeLp 2017 Spring,Scholarship,Other,dummy,dummy,ME,ME,F,USA,USA,dummy,0.5834038888888888,840.3075108333333,2928.950000555556,832.1466683333333,786.5370808333333
36381,11098,G,6 Monthly Payments,137,167144,IHeLp 2017 Spring,Scholarship,Registered Nurse,Other,Other,AZ,AZ,F,USA,USA,dummy,958.7162994444444,777.0744405555556,1007.8901255555555,868.5275391666668,920.2696361111113
36660,13721,G,6 Monthly Payments,122,85030,IHeLp 2017 Spring,Scholarship,Other,Web,Family Medicine,MN,dummy,F,USA,dummy,dummy,0.7244116666666667,861.1630194444444,969.8751263888887,902.6200147222224,821.5840886111113
36986,12215,G,1 Payment,160,174354,IHeLp 2017 Spring,Scholarship,Registered Nurse,Other,Other,PA,PA,F,USA,USA,Program Manager Hospital based Palliative Care,90.70826888888888,840.0914291666667,978.0034061111113,982.9059822222224,896.4833969444444
37340,13806,G,1 Payment,146,181454,IHeLp 2017 Spring,Scholarship,Physical Therapist,Other,Other,CO,CO,F,dummy,USA,dummy,121.17026888888887,906.3404313888884,1085.5329855555556,727.2836413888889,1126.8546327777776
38801,12594,G,6 Monthly Payments,125,108420,IHeLp 2018 Spring,Scholarship,Registered Nurse,Other,OB/Gyn,AZ,AZ,F,USA,USA,RN Case Manager,6222.511971944445,713.9046602777777,966.6511883333333,963.8174086111113,619.931773611111
39070,13607,G,6 Monthly Payments,133,153035,IHeLp 2017 Spring,Scholarship,Other,Brochure/Mailing,Other,CA,NM,F,United States,USA,dummy,107.18131527777777,967.5843855555556,990.7887369444444,997.5847630555555,1314.6439269444445
39198,13604,G,1 Payment,121,91696,IHeLp 2018 Spring,Regular,Registered Nurse,Other,Other,IL,IL,F,USA,United States of America (the),Inpatient Nurse Coordinator,,987.7858,1010.8076758333333,1175.8878638888893,652.6847258333332
39272,13302,G,6 Monthly Payments,115,69776,IHeLp 2017 Spring,Scholarship,Other,AF member,Other,CA,CA,F,USA,USA,dummy,0.4712777777777778,763.5812019444444,806.3340077777777,931.9535466666667,656.4891455555556
39382,13798,G,6 Monthly Payments,142,454878,IHeLp 2017 Spring,Scholarship,Registered Nurse,Other,Other,TX,TX,F,United States of America (the),USA,dummy,22.384060277777767,843.5177080555555,987.5556949999999,914.6203925,871.5593875
39390,13599,G,6 Monthly Payments,119,126633,IHeLp 2017 Spring,Scholarship,Registered Nurse,DrWeil,OB/Gyn,CA,CA,F,USA,USA,RN,24.999039166666666,790.5054030555556,911.8097780555556,960.9039955555555,886.0368827777777
39530,13555,G,6 Monthly Payments,160,182070,IHeLp 2017 Summer,Scholarship,Registered Pharmacist,AF member,Other,FL,FL,F,USA,USA,dummy,592.4106419444445,970.4400941666668,961.4682388888887,914.9976913888887,960.9178302777775
39585,13600,W,dummy,1,2847,IHeLp 2018 Spring,Scholarship,Therapist,Other,Other,OH,OH,F,USA,USA,Therapist,269.6608008333333,,,,
39839,16984,G,1 Payment,155,192552,IHeLp 2018 Spring,Scholarship,Physical Therapist,AF member,Other,IA,IA,F,USA,United States of America (the),dummy,5510.103628055555,820.1281141666667,893.9954408333333,816.4282169444443,933.5160894444444
39894,13757,G,1 Payment,156,131557,IHeLp 2017 Spring,Scholarship,Other,Other,Other,AZ,AZ,F,USA,USA,Health Coach,1.3071858333333333,936.5849747222225,930.6293452777776,1251.3938986111114,1105.2889658333334
39905,13917,G,1 Payment,145,280247,IHeLp 2017 Spring,Scholarship,Other,Other,Other,dummy,dummy,F,United States of America (the),USA,dummy,0.4907466666666667,1141.6916802777778,842.6005147222223,992.3678375,1275.378225
40040,13782,G,1 Payment,102,155756,IHeLp 2017 Spring,Scholarship,Therapist,Web,Other,IA,IA,F,USA,USA,Licensed Independent Social Worker ,0.9716572222222222,842.063428611111,978.5115938888887,791.7192275,922.0215388888887
40048,13797,G,Full Scholarship,136,139288,IHeLp 2017 Summer,Scholarship,Other,Other,Other,PA,PA,F,USA,USA,dummy,31.346819722222232,1144.0618122222222,952.6129672222224,1189.3924683333332,1053.3343080555555
40095,13790,G,6 Monthly Payments,110,197394,IHeLp 2017 Spring,Scholarship,Registered Nurse,Web,Other,AZ,dummy,F,USA,USA,Registered Nurse,28.270765555555553,889.5932777777778,1008.7747105555555,961.7880838888887,1186.246504722222
40330,13866,G,6 Monthly Payments,154,309560,IHeLp 2017 Spring,Scholarship,Registered Nurse,Other,Other,NY,NY,F,USA,USA,dummy,1.3891469444444444,803.3590086111111,993.4177730555556,954.9917902777776,1268.291214722222
40723,14863,G,Full Scholarship,113,139902,IHeLp 2017 Summer,Regular,Other,Web,Fam_Prac,PA,PA,F,USA,USA,Nurse Practitioner,0.13922416666666668,893.4674605555556,962.8982027777776,912.201370277778,955.7637052777776
40804,14391,G,1 Payment,157,133367,IHeLp 2017 Spring,Regular,Other,Other,Sub,PA,PA,F,USA,USA,Adult Nurse Practitioner,,655.616021388889,915.3422272222224,680.5262647222222,655.6929708333333
40898,14447,G,1 Payment,152,192574,IHeLp 2017 Spring,Regular,Other,Other,Other,CT,CT,F,United States of America (the),USA,Planetree Services Supervisor,1.9690397222222225,788.3035944444445,981.5619086111113,765.3437255555556,699.9089055555555
40902,14449,G,1 Payment,78,60863,IHeLp 2017 Spring,Regular,Other,AF member,Other,CT,CT,M,United States of America (the),USA,Cardiac Exercise Physiologist,,775.5516277777778,845.0537827777777,532.0674394444444,339.5324705555556
41124,14519,G,1 Payment,107,89429,IHeLp 2017 Spring,Regular,Registered Nurse,Other,Surgery,CO,CO,F,United States,USA,dummy,1.6600702777777776,910.2589158333334,847.4040313888887,913.0549802777778,723.2999230555556
41187,14746,G,6 Monthly Payments,112,62514,IHeLp 2017 Summer,Regular,Registered Nurse,Web,Other,FL,FL,F,USA,USA,Community Care Coordinator,280.3820875,960.4663355555556,955.5705291666666,799.3012322222223,335.0135613888889
41335,14661,G,1 Payment,154,128238,IHeLp 2017 Summer,Regular,Registered Nurse,Other,Other,FL,dummy,F,US,dummy,Nursing Instructor,2.1045138888888895,825.7439508333334,931.0722997222224,910.3511541666666,643.0249888888889
41487,15136,G,1 Payment,154,136373,IHeLp 2017 Summer,Regular,Occupational Therapist,Other,Other,MI,MI,F,United States of America (the),USA,Occupational Therapist,5.8785944444444445,805.2520055555556,939.4730891666666,924.203395277778,989.9224375
41508,15478,G,Full Scholarship,145,100037,IHeLp 2017 Summer,Regular,Registered Pharmacist,Other,Other,PA,PA,F,USA,USA,dummy,1.026435,947.7625341666667,916.6005033333333,987.6260552777776,803.4702719444444
41737,14857,G,6 Monthly Payments,107,115942,IHeLp 2017 Summer,Regular,Registered Nurse,DrWeil,Other,OH,OH,F,US,United Sta,dummy,206.8668013888889,958.2177316666664,971.5928608333336,952.7722980555556,712.7164750000003
42291,15203,G,6 Monthly Payments,129,96518,IHeLp 2017 Summer,Regular,Other,Other,Other,FL,FL,F,dummy,USA,Nurse Practitioner,26.62805638888889,817.7761108333333,940.9304888888887,906.4591300000001,723.5904830555555
42552,15185,G,6 Monthly Payments,131,101456,IHeLp 2017 Summer,Regular,Physical Therapist,Web,Other,NH,NH,F,USA,USA,Staff therapist,71.53305527777778,845.4567258333333,946.0246497222224,813.8592608333333,604.9339222222222
42574,15193,G,6 Monthly Payments,68,52956,IHeLp 2017 Summer,Regular,Other,Web,Other,OH,OH,F,Greentownship,USA,Certified Phamacy Tech.,,821.3547775000003,893.1923025,569.0493191666667,340.7540008333333
42592,15205,G,1 Payment,84,78932,IHeLp 2017 Summer,Scholarship,Registered Nurse,Web,Other,CA,CA,F,United States,USA,dummy,,933.4421563888887,935.9248150000001,786.5383402777777,578.9684836111112
42593,15199,G,1 Payment,159,108656,IHeLp 2017 Summer,Scholarship,Other,DrWeil,Other,AZ,AZ,F,United States,USA,dummy,192.38094583333333,1042.8255391666667,1453.9450574999994,503.055655,1153.861313611111
42608,15221,G,1 Payment,162,202744,IHeLp 2017 Summer,Regular,Other,Web,Int_med,NC,NC,F,USA,USA,Hospitalist ,0.7783541666666666,676.9241949999998,964.1252027777778,795.8258141666665,542.6967294444445
43168,15795,G,1 Payment,100,83450,IHeLp 2017 Summer,Regular,Physical Therapist,AF member,Other,CA,CA,M,USA,USA,Owner,449.7426627777778,928.0151319444444,917.2480166666667,862.3515205555556,698.2946341666667
43384,15804,G,6 Monthly Payments,112,112732,IHeLp 2017 Summer,Regular,Registered Nurse,Other,Other,LA,FL,F,United States,USA,Travel RN,20.533156666666667,943.1716202777776,1155.2793097222225,818.5895636111111,698.5793197222223
43699,15797,G,1 Payment,154,75875,IHeLp 2017 Summer,Regular,Registered Nurse,Web,Other,AZ,AZ,F,United States,USA,dummy,1.3475208333333333,861.5905091666667,842.4566947222223,862.7601580555556,640.2168166666668
43718,15798,G,1 Payment,126,217476,IHeLp 2017 Summer,Regular,Speech Pathologist,Web,Other,AZ,AZ,F,United States of America (the),USA,Speech-Language Pathologist,5.271458333333333,970.6208711111113,942.4527258333336,990.6487694444444,674.5524394444445
43746,15895,G,6 Monthly Payments,74,224203,IHeLp 2017 Summer,Regular,Advanced Practice Nurse,Web,Other,SC,SC,F,United States of America (the),USA,dummy,0.7459961111111111,964.8467052777776,1032.2857972222225,1115.1100733333333,737.3719100000003
43757,15811,G,6 Monthly Payments,151,172600,IHeLp 2017 Summer,Regular,Social Worker,AF member,Other,AZ,AZ,F,USA,USA,Primary Care Behavioral Health Consultant,1.0839666666666667,1092.6094091666666,827.3472222222223,973.0833744444444,674.5248527777778
43866,18759,G,6 Monthly Payments,158,158118,IHeLp 2018 Summer,Scholarship,Certified Nurse Midwife,DrWeil,OB/Gyn,NY,NY,F,USA,United States of America (the),dummy,0.8007741666666666,958.4140191666667,962.9584408333334,944.9736752777776,983.2644091666667
43867,18990,G,1 Payment,118,67568,IHeLp 2018 Summer,Regular,NP,AF member,Int_med,IL,IL,F,USA,United States of America (the),dummy,135.33801611111107,857.137115,938.4497044444445,987.5395194444444,896.1254769444445
44065,15988,G,6 Monthly Payments,141,88901,IHeLp 2017 Summer,Regular,Advanced Practice Nurse,Web,Fam_Prac,AZ,AZ,F,US,USA,dummy,0.1894561111111112,901.1060963888887,935.69671,927.4929119444445,916.1329308333336
44084,16031,G,1 Payment,84,191657,IHeLp 2017 Summer,Regular,Registered Nurse,DrWeil,Other,FL,FL,F,United States of America (the),USA,dummy,1.6586291666666666,190.96582194444446,912.4469741666667,888.1620805555556,656.3099988888888
45008,16149,D,dummy,26,8638,IHeLp 2018 Summer,Scholarship,Advanced Practice Nurse,Other,Other,PA,PA,F,US,USA,dummy,,1268.2331991666667,,,
45548,16965,G,1 Payment,156,278592,IHeLp 2018 Spring,Regular,Registered Nurse,Other,Emergency Medicine,CA,CA,F,United States of America (the),United States of America (the),RN,6799.362182777778,848.6987650000003,921.8579902777775,1162.0982741666667,969.1193775
45833,16294,W,6 Monthly Payments,6,1746,IHeLp 2018 Summer,Regular,Registered Nurse,Other,Other,MD,MD,F,US,USA,Assistant Director of Nursing,649.2456958333332,0.0,,,
45909,16301,G,1 Payment,164,210414,IHeLp 2018 Spring,Regular,Physical Therapist,Other,Other,TX,TX,F,United States of America (the),USA,dummy,3.641907222222221,840.6890413888889,916.8996280555556,1608.5696875,622.4854833333334
46683,16789,G,1 Payment,140,252559,IHeLp 2018 Spring,Regular,Physical Therapist,AF member,Other,IA,IA,M,United States,United States of America (the),Physical Therapist,7379.502059722222,865.4632286111113,952.4883661111113,881.0500652777777,823.0406744444444
46696,16531,G,1 Payment,142,140088,IHeLp 2018 Spring,Regular,Acupuncturist,Brochure/Mailing,Other,dummy,dummy,M,Japan,Japan,Director ,0.9423013888888888,911.7909569444445,959.9785744444445,1006.70377,486.4397347222222
46962,16618,G,1 Payment,167,306794,IHeLp 2018 Spring,Regular,Advanced Practice Nurse,Web,Other,IL,dummy,F,USA,USA,Nurse Practitioner,10925.228667777776,816.6760580555556,854.5609675000003,820.4772427777777,990.1476041666666
47332,18985,G,2 Payments,121,91885,IHeLp 2018 Summer,Scholarship,Registered Dietitian,Web,Other,NY,NY,dummy,USA,United States of America (the),dummy,23.300996944444453,985.6656322222225,972.2977688888888,994.2417286111113,768.7806930555556
47401,17855,G,1 Payment,150,175644,IHeLp 2018 Summer,Regular,Registered Dietitian,Web,Specialty Not Listed,OR,OR,F,USA,United States of America (the),dummy,167.18064249999995,926.6949441666667,972.2514619444444,865.6571625,754.6547627777777
47452,16971,G,1 Payment,138,89177,IHeLp 2018 Spring,Scholarship,Advanced Practice Nurse,Web,Rheumatology,AZ,AZ,F,USA,United States of America (the),Nurse Practitioner,10667.383114722224,840.0600013888887,924.5710675,900.8161422222224,750.3418849999997
47534,16757,G,1 Payment,147,170259,IHeLp 2018 Spring,Scholarship,Psychotherapists,Other,Other,AZ,AZ,F,United States,United States of America (the),Marriage and Family Therapist,,936.1378922222225,959.3484413888887,1150.623223888889,658.3439719444443
47549,16899,G,1 Payment,160,154782,IHeLp 2018 Summer,Regular,Other,Other,Other,NJ,NJ,F,USA,United States of America (the),Physical Therapist,101.87692111111113,909.3634025,964.458840277778,935.9399802777775,479.4048886111111
47713,16833,G,1 Payment,172,248311,IHeLp 2018 Spring,Regular,Other,DrWeil,Acupuncturist,dummy,dummy,F,Japan,Japan,Acupuncturist,6385.256615555555,1084.9877480555556,1318.913516111111,1483.490305,622.6480897222223
47883,16861,G,1 Payment,171,183126,IHeLp 2018 Spring,Scholarship,Advanced Practice Nurse,DrWeil,Int_med,IL,IL,F,United States,United States of America (the),dummy,9872.35917527778,980.6899102777776,827.3281416666667,911.0381869444444,724.2499130555556
48286,16961,W,6 Monthly Payments,61,46544,IHeLp 2018 Spring,Regular,Other,Other,Other,NJ,NJ,F,USA,United States of America (the),dummy,,917.3702402777776,112.9328875,,
48288,17448,G,6 Monthly Payments,106,126579,IHeLp 2018 Spring,Scholarship,Other,Web,Other,dummy,dummy,F,dummy,Canada,Instructor,5213.354740555556,888.4899483333332,700.2605177777777,1338.6299491666666,795.8104419444444
48309,16975,G,2 Payments,150,150517,IHeLp 2018 Spring,Scholarship,Other,CIM faculty,Other,IA,IA,F,USA,United States of America (the),"Manager, Rehab Therapies ",9889.424325,742.2288297222223,915.1046775,951.8082738888887,569.0285238888888
48331,16985,W,2 Payments,59,22837,IHeLp 2018 Spring,Regular,Acupuncturist,Other,Other,CT,CT,F,USA,United States of America (the),dummy,,814.6882977777777,44.65975444444444,,
