user_id,application_id,status_id,payment_plan,response,hours_online,program_name,application_type_name,professional_assoc,referrer,practice_type,home_state,work_state,gender,home_country,work_country,job_title,curriculum_id
24760,6300,G,1 Payment,19,40186,IHeLp 2014 Summer,Regular,Counselor,CIM faculty,Other,,,F,,,,Unit 3
24760,6300,G,1 Payment,24,64375,IHeLp 2014 Summer,Regular,Counselor,CIM faculty,Other,,,F,,,,Unit 2
24779,6564,G,2 Payments,51,67901,IHeLp 2014 Summer,Regular,Acupuncturist,Web,Other,CA,,F,US,,Licensed Acupuncturist,Unit 1
24779,6564,G,2 Payments,23,79800,IHeLp 2014 Summer,Regular,Acupuncturist,Web,Other,CA,,F,US,,Licensed Acupuncturist,Unit 2
24779,6564,G,2 Payments,31,49816,IHeLp 2014 Summer,Regular,Acupuncturist,Web,Other,CA,,F,US,,Licensed Acupuncturist,Unit 3
24779,6564,G,2 Payments,21,41883,IHeLp 2014 Summer,Regular,Acupuncturist,Web,Other,CA,,F,US,,Licensed Acupuncturist,Unit 4
24780,6794,G,1 Payment,19,20891,IHeLp 2014 Winter,Regular,Therapist,Other,Other,AZ,AZ,F,USA,USA,Licensed Clinical Social Worker,Unit 2
24780,6794,G,1 Payment,22,20170,IHeLp 2014 Winter,Regular,Therapist,Other,Other,AZ,AZ,F,USA,USA,Licensed Clinical Social Worker,Unit 3
24780,6794,G,1 Payment,35,23052,IHeLp 2014 Winter,Regular,Therapist,Other,Other,AZ,AZ,F,USA,USA,Licensed Clinical Social Worker,Unit 1
24780,6794,G,1 Payment,22,12486,IHeLp 2014 Winter,Regular,Therapist,Other,Other,AZ,AZ,F,USA,USA,Licensed Clinical Social Worker,Unit 4
24827,6331,G,2 Payments,47,93798,IHeLp 2014 Summer,Regular,Other,DrWeil_event,Other,,,F,,,Speech-Language Pathologist,Unit 1
24827,6331,G,2 Payments,24,57856,IHeLp 2014 Summer,Regular,Other,DrWeil_event,Other,,,F,,,Speech-Language Pathologist,Unit 4
24827,6331,G,2 Payments,30,68814,IHeLp 2014 Summer,Regular,Other,DrWeil_event,Other,,,F,,,Speech-Language Pathologist,Unit 3
24827,6331,G,2 Payments,36,110234,IHeLp 2014 Summer,Regular,Other,DrWeil_event,Other,,,F,,,Speech-Language Pathologist,Unit 2
24923,6393,G,2 Payments,29,26769,IHeLp 2014 Summer,Regular,Psychologist,DrWeil,Sub,AZ,AZ,F,US,US,Health Psychologist and Research Fellow ,Unit 3
24923,6393,G,2 Payments,19,42882,IHeLp 2014 Summer,Regular,Psychologist,DrWeil,Sub,AZ,AZ,F,US,US,Health Psychologist and Research Fellow ,Unit 2
24923,6393,G,2 Payments,18,22507,IHeLp 2014 Summer,Regular,Psychologist,DrWeil,Sub,AZ,AZ,F,US,US,Health Psychologist and Research Fellow ,Unit 4
24923,6393,G,2 Payments,35,36488,IHeLp 2014 Summer,Regular,Psychologist,DrWeil,Sub,AZ,AZ,F,US,US,Health Psychologist and Research Fellow ,Unit 1
24946,6414,G,2 Payments,29,83034,IHeLp 2014 Summer,Regular,Other,Other,Other,,,F,,,,Unit 3
24946,6414,G,2 Payments,26,69812,IHeLp 2014 Summer,Regular,Other,Other,Other,,,F,,,,Unit 4
24946,6414,G,2 Payments,38,133013,IHeLp 2014 Summer,Regular,Other,Other,Other,,,F,,,,Unit 2
24946,6414,G,2 Payments,49,113180,IHeLp 2014 Summer,Regular,Other,Other,Other,,,F,,,,Unit 1
25035,6474,G,2 Payments,39,42217,IHeLp 2014 Summer,Regular,Acupuncturist,Other,Fam_Prac,,CA,F,US,US,,Unit 1
25035,6474,G,2 Payments,22,30972,IHeLp 2014 Summer,Regular,Acupuncturist,Other,Fam_Prac,,CA,F,US,US,,Unit 3
25035,6474,G,2 Payments,21,49615,IHeLp 2014 Summer,Regular,Acupuncturist,Other,Fam_Prac,,CA,F,US,US,,Unit 2
25035,6474,G,2 Payments,20,26040,IHeLp 2014 Summer,Regular,Acupuncturist,Other,Fam_Prac,,CA,F,US,US,,Unit 4
25101,6569,G,1 Payment,39,77060,IHeLp 2014 Summer,Regular,Other,Other,Other,DE,,F,US,,Health  Coach,Unit 1
25101,6569,G,1 Payment,25,90564,IHeLp 2014 Summer,Regular,Other,Other,Other,DE,,F,US,,Health  Coach,Unit 2
25101,6569,G,1 Payment,7,56535,IHeLp 2014 Summer,Regular,Other,Other,Other,DE,,F,US,,Health  Coach,Unit 3
25101,6569,G,1 Payment,15,47533,IHeLp 2014 Summer,Regular,Other,Other,Other,DE,,F,US,,Health  Coach,Unit 4
25121,6543,G,6 monthly payments,25,52901,IHeLp 2014 Summer,Regular,Therapist,Other,Other,,,F,,,marriage and family therapist,Unit 4
25121,6543,G,6 monthly payments,25,62921,IHeLp 2014 Summer,Regular,Therapist,Other,Other,,,F,,,marriage and family therapist,Unit 3
25121,6543,G,6 monthly payments,36,85764,IHeLp 2014 Summer,Regular,Therapist,Other,Other,,,F,,,marriage and family therapist,Unit 1
25121,6543,G,6 monthly payments,21,100793,IHeLp 2014 Summer,Regular,Therapist,Other,Other,,,F,,,marriage and family therapist,Unit 2
25130,6546,G,1 Payment,25,40404,IHeLp 2014 Summer,Regular,Physical Therapist,Web,Sub,AZ,AZ,F,US,US,,Unit 4
25130,6546,G,1 Payment,40,76983,IHeLp 2014 Summer,Regular,Physical Therapist,Web,Sub,AZ,AZ,F,US,US,,Unit 2
25130,6546,G,1 Payment,65,65504,IHeLp 2014 Summer,Regular,Physical Therapist,Web,Sub,AZ,AZ,F,US,US,,Unit 1
25130,6546,G,1 Payment,30,48057,IHeLp 2014 Summer,Regular,Physical Therapist,Web,Sub,AZ,AZ,F,US,US,,Unit 3
25157,6630,G,1 Payment,28,33258,IHeLp 2014 Summer,Regular,Physical Therapist,Other,Other,,,F,Scotland,United Kingdom,Specialist Physiotherapist in Integrative Medicine,Unit 4
25157,6630,G,1 Payment,46,53918,IHeLp 2014 Summer,Regular,Physical Therapist,Other,Other,,,F,Scotland,United Kingdom,Specialist Physiotherapist in Integrative Medicine,Unit 1
25157,6630,G,1 Payment,30,63367,IHeLp 2014 Summer,Regular,Physical Therapist,Other,Other,,,F,Scotland,United Kingdom,Specialist Physiotherapist in Integrative Medicine,Unit 2
25157,6630,G,1 Payment,31,39557,IHeLp 2014 Summer,Regular,Physical Therapist,Other,Other,,,F,Scotland,United Kingdom,Specialist Physiotherapist in Integrative Medicine,Unit 3
25194,6614,G,1 Payment,32,28834,IHeLp 2014 Summer,Regular,Psychologist,CIM faculty,Other,,,F,,,Psychologist,Unit 4
25194,6614,G,1 Payment,46,46746,IHeLp 2014 Summer,Regular,Psychologist,CIM faculty,Other,,,F,,,Psychologist,Unit 1
25194,6614,G,1 Payment,20,34295,IHeLp 2014 Summer,Regular,Psychologist,CIM faculty,Other,,,F,,,Psychologist,Unit 3
25194,6614,G,1 Payment,20,54937,IHeLp 2014 Summer,Regular,Psychologist,CIM faculty,Other,,,F,,,Psychologist,Unit 2
25203,6588,G,2 Payments,50,74437,IHeLp 2014 Summer,Regular,Psychologist,DrWeil,Other,HI,HI,F,US,US,,Unit 1
25203,6588,G,2 Payments,23,45914,IHeLp 2014 Summer,Regular,Psychologist,DrWeil,Other,HI,HI,F,US,US,,Unit 4
25203,6588,G,2 Payments,28,54610,IHeLp 2014 Summer,Regular,Psychologist,DrWeil,Other,HI,HI,F,US,US,,Unit 3
25203,6588,G,2 Payments,35,87481,IHeLp 2014 Summer,Regular,Psychologist,DrWeil,Other,HI,HI,F,US,US,,Unit 2
25205,6618,G,1 Payment,22,45546,IHeLp 2014 Summer,Regular,Therapist,DrWeil,Other,,CA,F,US,US,Psychotherapist,Unit 3
25205,6618,G,1 Payment,23,72960,IHeLp 2014 Summer,Regular,Therapist,DrWeil,Other,,CA,F,US,US,Psychotherapist,Unit 2
25205,6618,G,1 Payment,44,62081,IHeLp 2014 Summer,Regular,Therapist,DrWeil,Other,,CA,F,US,US,Psychotherapist,Unit 1
25205,6618,G,1 Payment,17,38293,IHeLp 2014 Summer,Regular,Therapist,DrWeil,Other,,CA,F,US,US,Psychotherapist,Unit 4
25219,6597,G,6 monthly payments,15,26085,IHeLp 2014 Summer,Regular,Registered Dietitian,Other,Other,,CA,F,US,United Sta,"Registered Dietitian-Nutritionist, Health and Wellness Coach",Unit 4
25219,6597,G,6 monthly payments,18,49700,IHeLp 2014 Summer,Regular,Registered Dietitian,Other,Other,,CA,F,US,United Sta,"Registered Dietitian-Nutritionist, Health and Wellness Coach",Unit 2
25219,6597,G,6 monthly payments,13,31025,IHeLp 2014 Summer,Regular,Registered Dietitian,Other,Other,,CA,F,US,United Sta,"Registered Dietitian-Nutritionist, Health and Wellness Coach",Unit 3
25219,6597,G,6 monthly payments,37,42289,IHeLp 2014 Summer,Regular,Registered Dietitian,Other,Other,,CA,F,US,United Sta,"Registered Dietitian-Nutritionist, Health and Wellness Coach",Unit 1
25300,6642,G,6 monthly payments,50,130994,IHeLp 2014 Summer,Regular,Occupational Therapist,Web,Other,,,F,,,,Unit 1
25300,6642,G,6 monthly payments,24,96103,IHeLp 2014 Summer,Regular,Occupational Therapist,Web,Other,,,F,,,,Unit 3
25300,6642,G,6 monthly payments,25,80800,IHeLp 2014 Summer,Regular,Occupational Therapist,Web,Other,,,F,,,,Unit 4
25300,6642,G,6 monthly payments,32,153949,IHeLp 2014 Summer,Regular,Occupational Therapist,Web,Other,,,F,,,,Unit 2
25302,6647,G,1 Payment,33,32201,IHeLp 2014 Summer,Regular,Therapist,Other,Other,AZ,AZ,F,US,US,Multisystemic Clinical Supervisor,Unit 4
25302,6647,G,1 Payment,46,52204,IHeLp 2014 Summer,Regular,Therapist,Other,Other,AZ,AZ,F,US,US,Multisystemic Clinical Supervisor,Unit 1
25302,6647,G,1 Payment,31,61352,IHeLp 2014 Summer,Regular,Therapist,Other,Other,AZ,AZ,F,US,US,Multisystemic Clinical Supervisor,Unit 2
25302,6647,G,1 Payment,27,38299,IHeLp 2014 Summer,Regular,Therapist,Other,Other,AZ,AZ,F,US,US,Multisystemic Clinical Supervisor,Unit 3
25325,6782,G,1 Payment,55,54080,IHeLp 2014 Winter,Regular,Registered Nurse,Brochure/Mailing,Other,AZ,AZ,F,US,US,RN,Unit 1
25325,6782,G,1 Payment,34,29293,IHeLp 2014 Winter,Regular,Registered Nurse,Brochure/Mailing,Other,AZ,AZ,F,US,US,RN,Unit 4
25325,6782,G,1 Payment,34,47320,IHeLp 2014 Winter,Regular,Registered Nurse,Brochure/Mailing,Other,AZ,AZ,F,US,US,RN,Unit 3
25325,6782,G,1 Payment,28,49010,IHeLp 2014 Winter,Regular,Registered Nurse,Brochure/Mailing,Other,AZ,AZ,F,US,US,RN,Unit 2
25379,6666,G,6 monthly payments,21,54081,IHeLp 2014 Summer,Regular,Therapist,DrWeil,Other,AZ,,F,US,US,Clinical Social Worker,Unit 3
25379,6666,G,6 monthly payments,30,86633,IHeLp 2014 Summer,Regular,Therapist,DrWeil,Other,AZ,,F,US,US,Clinical Social Worker,Unit 2
25379,6666,G,6 monthly payments,34,45470,IHeLp 2014 Summer,Regular,Therapist,DrWeil,Other,AZ,,F,US,US,Clinical Social Worker,Unit 4
25379,6666,G,6 monthly payments,44,73716,IHeLp 2014 Summer,Regular,Therapist,DrWeil,Other,AZ,,F,US,US,Clinical Social Worker,Unit 1
25394,7230,W,,16,31231,IHeLp 2014 Winter,Regular Discounted,Registered Nurse,Web,Other,MO,MO,,US,US,Associate Director,Unit 2
25394,6671,D,2 Payments,16,60189,IHeLp 2014 Summer,Regular,Registered Nurse,Web,Other,MO,MO,,US,US,Associate Director,Unit 2
25394,6671,D,2 Payments,6,60189,IHeLp 2014 Summer,Regular,Registered Nurse,Web,Other,MO,MO,,US,US,Associate Director,Unit 2
25394,7230,W,,6,31231,IHeLp 2014 Winter,Regular Discounted,Registered Nurse,Web,Other,MO,MO,,US,US,Associate Director,Unit 2
25394,7230,W,,28,34462,IHeLp 2014 Winter,Regular Discounted,Registered Nurse,Web,Other,MO,MO,,US,US,Associate Director,Unit 1
25394,6671,D,2 Payments,33,51214,IHeLp 2014 Summer,Regular,Registered Nurse,Web,Other,MO,MO,,US,US,Associate Director,Unit 1
25394,6671,D,2 Payments,28,51214,IHeLp 2014 Summer,Regular,Registered Nurse,Web,Other,MO,MO,,US,US,Associate Director,Unit 1
25394,7230,W,,33,34462,IHeLp 2014 Winter,Regular Discounted,Registered Nurse,Web,Other,MO,MO,,US,US,Associate Director,Unit 1
25415,6687,G,6 monthly payments,31,93241,IHeLp 2014 Summer,Regular,Acupuncturist,Other,Other,NY,,F,US,US,Acupuncturist,Unit 2
25415,6687,G,6 monthly payments,38,58206,IHeLp 2014 Summer,Regular,Acupuncturist,Other,Other,NY,,F,US,US,Acupuncturist,Unit 3
25415,6687,G,6 monthly payments,17,48938,IHeLp 2014 Summer,Regular,Acupuncturist,Other,Other,NY,,F,US,US,Acupuncturist,Unit 4
25415,6687,G,6 monthly payments,55,79339,IHeLp 2014 Summer,Regular,Acupuncturist,Other,Other,NY,,F,US,US,Acupuncturist,Unit 1
25421,8643,G,6 Monthly Payments,21,30964,IHeLp 2016 Spring,Regular,Registered Nurse,AF member,Pain Management,OK,OK,F,US,US,RN,Unit 4
25421,8643,G,6 Monthly Payments,27,49442,IHeLp 2016 Spring,Regular,Registered Nurse,AF member,Pain Management,OK,OK,F,US,US,RN,Unit 3
25421,8643,G,6 Monthly Payments,1,6659,IHeLp 2016 Spring,Regular,Registered Nurse,AF member,Pain Management,OK,OK,F,US,US,RN,Orientation
25421,8643,G,6 Monthly Payments,60,52438,IHeLp 2016 Spring,Regular,Registered Nurse,AF member,Pain Management,OK,OK,F,US,US,RN,Unit 1
25421,8643,G,6 Monthly Payments,35,50940,IHeLp 2016 Spring,Regular,Registered Nurse,AF member,Pain Management,OK,OK,F,US,US,RN,Unit 2
25449,6722,G,6 monthly payments,24,39121,IHeLp 2014 Summer,Regular,Registered Dietitian,Other,Sub,,,F,,,Nutrition & Diabetes Educator,Unit 4
25449,6722,G,6 monthly payments,30,74537,IHeLp 2014 Summer,Regular,Registered Dietitian,Other,Sub,,,F,,,Nutrition & Diabetes Educator,Unit 2
25449,6722,G,6 monthly payments,27,46530,IHeLp 2014 Summer,Regular,Registered Dietitian,Other,Sub,,,F,,,Nutrition & Diabetes Educator,Unit 3
25449,6722,G,6 monthly payments,52,63423,IHeLp 2014 Summer,Regular,Registered Dietitian,Other,Sub,,,F,,,Nutrition & Diabetes Educator,Unit 1
25456,9138,G,6 Monthly Payments,36,149942,IHeLp 2016 Spring,Regular,Registered Nurse,DrWeil,Pediatrics,OH,,F,United States,,,Unit 3
25456,9138,G,6 Monthly Payments,1,20194,IHeLp 2016 Spring,Regular,Registered Nurse,DrWeil,Pediatrics,OH,,F,United States,,,Orientation
25456,9138,G,6 Monthly Payments,49,159029,IHeLp 2016 Spring,Regular,Registered Nurse,DrWeil,Pediatrics,OH,,F,United States,,,Unit 1
25456,9138,G,6 Monthly Payments,30,93903,IHeLp 2016 Spring,Regular,Registered Nurse,DrWeil,Pediatrics,OH,,F,United States,,,Unit 4
25456,9138,G,6 Monthly Payments,35,154485,IHeLp 2016 Spring,Regular,Registered Nurse,DrWeil,Pediatrics,OH,,F,United States,,,Unit 2
25462,6730,G,1 Payment,21,87375,IHeLp 2014 Summer,Scholarship,Registered Nurse,CIM faculty,OB/Gyn,AZ,,F,US,,Clinical Documentation Specialist,Unit 2
25462,6730,G,1 Payment,18,54544,IHeLp 2014 Summer,Scholarship,Registered Nurse,CIM faculty,OB/Gyn,AZ,,F,US,,Clinical Documentation Specialist,Unit 3
25462,6730,G,1 Payment,22,45859,IHeLp 2014 Summer,Scholarship,Registered Nurse,CIM faculty,OB/Gyn,AZ,,F,US,,Clinical Documentation Specialist,Unit 4
25462,6730,G,1 Payment,35,74347,IHeLp 2014 Summer,Scholarship,Registered Nurse,CIM faculty,OB/Gyn,AZ,,F,US,,Clinical Documentation Specialist,Unit 1
25463,6732,G,1 Payment,49,98713,IHeLp 2014 Summer,Scholarship,Registered Nurse,DrWeil,OB/Gyn,AZ,AZ,F,US,US,"BS RNC#, staff ",Unit 1
25463,6732,G,1 Payment,36,60889,IHeLp 2014 Summer,Scholarship,Registered Nurse,DrWeil,OB/Gyn,AZ,AZ,F,US,US,"BS RNC#, staff ",Unit 4
25463,6732,G,1 Payment,44,116011,IHeLp 2014 Summer,Scholarship,Registered Nurse,DrWeil,OB/Gyn,AZ,AZ,F,US,US,"BS RNC#, staff ",Unit 2
25463,6732,G,1 Payment,38,72420,IHeLp 2014 Summer,Scholarship,Registered Nurse,DrWeil,OB/Gyn,AZ,AZ,F,US,US,"BS RNC#, staff ",Unit 3
25668,10333,G,1 Payment,20,19530,IHeLp 2017 Spring,Scholarship,Chiropractor,Brochure/Mailing,Other,GA,GA,F,US,US,Assistant,Unit 4
25668,10333,G,1 Payment,44,29295,IHeLp 2017 Spring,Scholarship,Chiropractor,Brochure/Mailing,Other,GA,GA,F,US,US,Assistant,Unit 1
25668,10333,G,1 Payment,16,32550,IHeLp 2017 Spring,Scholarship,Chiropractor,Brochure/Mailing,Other,GA,GA,F,US,US,Assistant,Unit 3
25668,10333,G,1 Payment,22,29295,IHeLp 2017 Spring,Scholarship,Chiropractor,Brochure/Mailing,Other,GA,GA,F,US,US,Assistant,Unit 2
25696,6889,G,1 Payment,34,35261,IHeLp 2014 Winter,Regular,Registered Nurse,Other,Other,AZ,,F,US,,Occupational Health Manager,Unit 4
25696,6889,G,1 Payment,47,65096,IHeLp 2014 Winter,Regular,Registered Nurse,Other,Other,AZ,,F,US,,Occupational Health Manager,Unit 1
25696,6889,G,1 Payment,26,56959,IHeLp 2014 Winter,Regular,Registered Nurse,Other,Other,AZ,,F,US,,Occupational Health Manager,Unit 3
25696,6889,G,1 Payment,24,58994,IHeLp 2014 Winter,Regular,Registered Nurse,Other,Other,AZ,,F,US,,Occupational Health Manager,Unit 2
25790,8305,G,1 Payment,1,5004,IHeLp 2015 Summer,Scholarship,Registered Nurse,Other,Other,,,F,,,,Orientation
25790,8305,G,1 Payment,30,36519,IHeLp 2015 Summer,Scholarship,Registered Nurse,Other,Other,,,F,,,,Unit 3
25790,8305,G,1 Payment,15,23534,IHeLp 2015 Summer,Scholarship,Registered Nurse,Other,Other,,,F,,,,Unit 4
25790,8305,G,1 Payment,26,38953,IHeLp 2015 Summer,Scholarship,Registered Nurse,Other,Other,,,F,,,,Unit 2
25790,8305,G,1 Payment,40,38953,IHeLp 2015 Summer,Scholarship,Registered Nurse,Other,Other,,,F,,,,Unit 1
25833,6896,G,1 Payment,24,28369,IHeLp 2014 Winter,Regular,Therapist,AF member,Other,MO,,F,US,US,Social Worker,Unit 2
25833,6896,G,1 Payment,19,16956,IHeLp 2014 Winter,Regular,Therapist,AF member,Other,MO,,F,US,US,Social Worker,Unit 4
25833,6896,G,1 Payment,43,31303,IHeLp 2014 Winter,Regular,Therapist,AF member,Other,MO,,F,US,US,Social Worker,Unit 1
25833,6896,G,1 Payment,20,27390,IHeLp 2014 Winter,Regular,Therapist,AF member,Other,MO,,F,US,US,Social Worker,Unit 3
25942,6937,D,1 Payment,43,37891,IHeLp 2014 Winter,Regular,Registered Nurse,Web,Other,AZ,AZ,F,US,US,,Unit 1
25942,8349,G,1 Payment,5,35523,IHeLp 2015 Summer,Regular,Registered Nurse,Web,Other,AZ,AZ,F,US,US,,Unit 3
25942,8349,G,1 Payment,18,35523,IHeLp 2015 Summer,Regular,Registered Nurse,Web,Other,AZ,AZ,F,US,US,,Unit 3
25942,8349,G,1 Payment,18,75783,IHeLp 2015 Summer,Regular,Registered Nurse,Web,Other,AZ,AZ,F,US,US,,Unit 2
25942,8349,G,1 Payment,1,4868,IHeLp 2015 Summer,Regular,Registered Nurse,Web,Other,AZ,AZ,F,US,US,,Orientation
25942,8349,G,1 Payment,43,37891,IHeLp 2015 Summer,Regular,Registered Nurse,Web,Other,AZ,AZ,F,US,US,,Unit 1
25942,6937,D,1 Payment,15,20525,IHeLp 2014 Winter,Regular,Registered Nurse,Web,Other,AZ,AZ,F,US,US,,Unit 4
25942,8349,G,1 Payment,39,37891,IHeLp 2015 Summer,Regular,Registered Nurse,Web,Other,AZ,AZ,F,US,US,,Unit 1
25942,6937,D,1 Payment,18,68678,IHeLp 2014 Winter,Regular,Registered Nurse,Web,Other,AZ,AZ,F,US,US,,Unit 2
25942,6937,D,1 Payment,18,33155,IHeLp 2014 Winter,Regular,Registered Nurse,Web,Other,AZ,AZ,F,US,US,,Unit 3
25942,6937,D,1 Payment,5,33155,IHeLp 2014 Winter,Regular,Registered Nurse,Web,Other,AZ,AZ,F,US,US,,Unit 3
25942,6937,D,1 Payment,39,37891,IHeLp 2014 Winter,Regular,Registered Nurse,Web,Other,AZ,AZ,F,US,US,,Unit 1
25942,8349,G,1 Payment,15,22893,IHeLp 2015 Summer,Regular,Registered Nurse,Web,Other,AZ,AZ,F,US,US,,Unit 4
25958,6963,G,1 Payment,40,32492,IHeLp 2014 Winter,Regular,Other,Other,Other,AZ,,F,,,Dental Hygienist,Unit 1
25958,6963,G,1 Payment,23,29446,IHeLp 2014 Winter,Regular,Other,Other,Other,AZ,,F,,,Dental Hygienist,Unit 2
25958,6963,G,1 Payment,15,17600,IHeLp 2014 Winter,Regular,Other,Other,Other,AZ,,F,,,Dental Hygienist,Unit 4
25958,6963,G,1 Payment,21,28431,IHeLp 2014 Winter,Regular,Other,Other,Other,AZ,,F,,,Dental Hygienist,Unit 3
26040,6966,G,2 Payments,30,33153,IHeLp 2014 Winter,Regular,Registered Nurse,Web,OB/Gyn,CA,CA,F,US,US,OBGYN Advice RN,Unit 3
26040,6966,G,2 Payments,47,37889,IHeLp 2014 Winter,Regular,Registered Nurse,Web,OB/Gyn,CA,CA,F,US,US,OBGYN Advice RN,Unit 1
26040,6966,G,2 Payments,29,20523,IHeLp 2014 Winter,Regular,Registered Nurse,Web,OB/Gyn,CA,CA,F,US,US,OBGYN Advice RN,Unit 4
26040,6966,G,2 Payments,22,34337,IHeLp 2014 Winter,Regular,Registered Nurse,Web,OB/Gyn,CA,CA,F,US,US,OBGYN Advice RN,Unit 2
26041,6968,G,2 Payments,29,47643,IHeLp 2014 Winter,Regular,Other,Web,Other,,,F,,Costa Rica,Dietitian /Co-owner,Unit 3
26041,6968,G,2 Payments,23,29493,IHeLp 2014 Winter,Regular,Other,Web,Other,,,F,,Costa Rica,Dietitian /Co-owner,Unit 4
26041,6968,G,2 Payments,20,49344,IHeLp 2014 Winter,Regular,Other,Web,Other,,,F,,Costa Rica,Dietitian /Co-owner,Unit 2
26041,6968,G,2 Payments,50,54449,IHeLp 2014 Winter,Regular,Other,Web,Other,,,F,,Costa Rica,Dietitian /Co-owner,Unit 1
26054,10344,G,6 Monthly Payments,24,32472,IHeLp 2016 Summer,Scholarship,Registered Nurse,DrWeil,Other,CO,CO,F,US,US,Employee Health Coordinator,Unit 3
26054,10344,G,6 Monthly Payments,50,32225,IHeLp 2016 Summer,Scholarship,Registered Nurse,DrWeil,Other,CO,CO,F,US,US,Employee Health Coordinator,Unit 1
26054,10344,G,6 Monthly Payments,32,29015,IHeLp 2016 Summer,Scholarship,Registered Nurse,DrWeil,Other,CO,CO,F,US,US,Employee Health Coordinator,Unit 2
26054,10344,G,6 Monthly Payments,23,16792,IHeLp 2016 Summer,Scholarship,Registered Nurse,DrWeil,Other,CO,CO,F,US,US,Employee Health Coordinator,Unit 4
26078,6974,G,6 Monthly Payments,35,54954,IHeLp 2014 Winter,Regular Discounted,Other,Other,Other,,AZ,F,US,US,Behavioral Health Consultant & Faculty,Unit 3
26078,6974,G,6 Monthly Payments,34,56917,IHeLp 2014 Winter,Regular Discounted,Other,Other,Other,,AZ,F,US,US,Behavioral Health Consultant & Faculty,Unit 2
26078,6974,G,6 Monthly Payments,37,34019,IHeLp 2014 Winter,Regular Discounted,Other,Other,Other,,AZ,F,US,US,Behavioral Health Consultant & Faculty,Unit 4
26078,6974,G,6 Monthly Payments,56,62804,IHeLp 2014 Winter,Regular Discounted,Other,Other,Other,,AZ,F,US,US,Behavioral Health Consultant & Faculty,Unit 1
26172,6984,G,6 Monthly Payments,18,15939,IHeLp 2014 Winter,Regular,Therapist,Brochure/Mailing,Other,,IL,M,,United Sta,Psychotherapist,Unit 4
26172,6984,G,6 Monthly Payments,28,26667,IHeLp 2014 Winter,Regular,Therapist,Brochure/Mailing,Other,,IL,M,,United Sta,Psychotherapist,Unit 2
26172,6984,G,6 Monthly Payments,36,29426,IHeLp 2014 Winter,Regular,Therapist,Brochure/Mailing,Other,,IL,M,,United Sta,Psychotherapist,Unit 1
26172,6984,G,6 Monthly Payments,33,25748,IHeLp 2014 Winter,Regular,Therapist,Brochure/Mailing,Other,,IL,M,,United Sta,Psychotherapist,Unit 3
26184,7024,G,6 Monthly Payments,39,72925,IHeLp 2014 Winter,Regular,Counselor,Web,Other,AR,AR,M,US,US,CEO,Unit 4
26184,7024,G,6 Monthly Payments,54,134631,IHeLp 2014 Winter,Regular,Counselor,Web,Other,AR,AR,M,US,US,CEO,Unit 1
26184,7024,G,6 Monthly Payments,36,122009,IHeLp 2014 Winter,Regular,Counselor,Web,Other,AR,AR,M,US,US,CEO,Unit 2
26184,7024,G,6 Monthly Payments,33,117802,IHeLp 2014 Winter,Regular,Counselor,Web,Other,AR,AR,M,US,US,CEO,Unit 3
26315,7062,W,6 Monthly Payments,10,4688,IHeLp 2014 Winter,Regular,Registered Nurse,Web,Other,CA,,F,US,US,Disease Management Nurse,Unit 1
26405,7086,G,1 Payment,52,57128,IHeLp 2014 Winter,Regular,Psychologist,CIM faculty,Other,,,M,,,,Unit 1
26405,7086,G,1 Payment,40,49987,IHeLp 2014 Winter,Regular,Psychologist,CIM faculty,Other,,,M,,,,Unit 3
26405,7086,G,1 Payment,22,30944,IHeLp 2014 Winter,Regular,Psychologist,CIM faculty,Other,,,M,,,,Unit 4
26405,7086,G,1 Payment,33,51772,IHeLp 2014 Winter,Regular,Psychologist,CIM faculty,Other,,,M,,,,Unit 2
26583,7119,G,1 Payment,22,63803,IHeLp 2014 Winter,Regular,Registered Nurse,Web,Other,NJ,,F,,,,Unit 4
26583,7119,G,1 Payment,52,117790,IHeLp 2014 Winter,Regular,Registered Nurse,Web,Other,NJ,,F,,,,Unit 1
26583,7119,G,1 Payment,36,106747,IHeLp 2014 Winter,Regular,Registered Nurse,Web,Other,NJ,,F,,,,Unit 2
26583,7119,G,1 Payment,38,103066,IHeLp 2014 Winter,Regular,Registered Nurse,Web,Other,NJ,,F,,,,Unit 3
26628,13528,G,1 Payment,38,27039,IHeLp 2017 Spring,Scholarship,Registered Nurse,Other,Fam_Prac,CA,CA,F,,USA,,Unit 4
26628,13528,G,1 Payment,1,5021,IHeLp 2017 Spring,Scholarship,Registered Nurse,Other,Fam_Prac,CA,CA,F,,USA,,Orientation
26628,13528,G,1 Payment,52,40558,IHeLp 2017 Spring,Scholarship,Registered Nurse,Other,Fam_Prac,CA,CA,F,,USA,,Unit 1
26628,13528,G,1 Payment,36,45065,IHeLp 2017 Spring,Scholarship,Registered Nurse,Other,Fam_Prac,CA,CA,F,,USA,,Unit 3
26628,13528,G,1 Payment,34,40558,IHeLp 2017 Spring,Scholarship,Registered Nurse,Other,Fam_Prac,CA,CA,F,,USA,,Unit 2
26660,8468,G,6 Monthly Payments,35,87479,IHeLp 2015 Summer,Scholarship,Registered Nurse,Web,Other,,,F,Canada,Canada,,Unit 2
26660,8468,G,6 Monthly Payments,33,52852,IHeLp 2015 Summer,Scholarship,Registered Nurse,Web,Other,,,F,Canada,Canada,,Unit 4
